,Review-Body,label
1191,good,0
1190,good quality,0
1189,nice,0
1188,i am happy with the product,0
1187,like this mobile modelnise mobilenew lonch and app speed goodgood quality i am like,0
1186,its best phone in its category,0
1194,the media could not be loaded,0
1205,the phone seems good to me,0
1206,camera quality is very bad,0
1207,all is best,0
1226,the media could not be loaded,0
1225,finger print reader,0
1224,i purchased it for my father,0
1223,it hanges many times,0
1222,pixels are not clear and photos are blurred when zoomed even little bit so details are not provided as per,0
1221,battery does not last longer,0
1220,pic quality is good,0
1219,awesome product at affordable price,0
1218,mobile was soo good bcoz of this camera is very poor clarity,0
1217,very very poor phone always hang,0
1216,product is good but taking a time for delivery is too bad,0
1215,nice phone in this range value for money fingerprint ok camera quality proper not ok,0
1214,good,0
1213,mobile phone good but aspect is not fulfill,0
1212,the mobile is that you want,0
1211,good product,0
1210,the media could not be loaded,0
1209,best phone in this price range,0
1208,this is good product for regular use and in budget,0
1272,worth for money,0
1545,nice battery back and amazing phone in this segment,0
1273,processor sd,0
1275,iski automatically voice chali jati hai,0
1338,excellent for this price,0
1337,was expecting better from oppo,0
1336,good product,0
1335,nice mobile,0
1334,good product and service of flipkart,0
1333,i like battery backup and speed of the ram,0
1332,camera is ok ok,0
1331,loved the camera,0
1339,nice product i,0
1330,fingerprint automatically unlocking everyone has,0
1328,all good,0
1327,good camera quality,0
1326,decent product,0
1325,it,0
1324,this product is best,0
1323,awesome product,0
1322,nice,0
1321,in this price this mobile set is perfect to all the requirements,0
1329,excellent product for the price point,0
1320,ok,0
1340,in this product the charger was very bad it start heating and phone was also heating plz replace my product and give me other product i wnat to exchange my phone,0
1342,good quality at resenable rate,0
1361,value for money,0
1360,lower quality phone,0
1359,nice,0
1358,worst phn at,0
1357,all good i,0
1356,mi redmi mobile every mobile comparison other network connection week,0
1355,for some reason the compass in the redmi,0
1354,very good condition important is use fast,0
1341,its very bad,0
1353,good product,0
1351,good mobile,0
1350,value for money,0
1349,camera is medium,0
1348,worth for price,0
1346,nice mobile for video,0
1345,worth for money,0
1344,thanks,0
1343,good phon under this price,0
1352,nice,0
1319,nice mobile best buy,0
1318,good battery life and screen resolution,0
1317,worth for price,0
1293,best camera nice quality picture,0
1292,best quality phone,0
1291,i was confused,0
1290,best phone at this price range,0
1289,good smartphone for general use,0
1288,this mobile is all good but the camera is not upto the mark,0
1287,nice raning slightly tuff,0
1286,the best part is its amoled screen and best battery life,0
1294,i am using for,0
1285,redmi note,0
1283,redmi note,0
1282,amoled screen with,0
1281,as a user of different uis,0
1280,good phone and amazon service very best,0
1279,batteey dead in small time,0
1278,i could be way more technical but as a day to day user,0
1277,no flaws,0
1276,very bad experience with this phone it,0
1284,i got this phone just as a backup phone,0
1295,my mother,0
1296,everything is okay,0
1297,great phone in this price range,0
1316,good,0
1315,very good mobile in range and good speed performance while using and copying,0
1314,good,0
1313,working fast n good,0
1312,it was good for printer and quality,0
1311,value of money,0
1310,it has,0
1309,although its battery backup is very nice and last for at least one day and miui,0
1308,avrez,0
1307,buildup is good,0
1306,pros,0
1305,phone is good,0
1304,very good mobile or oms display and video quota,0
1303,i,0
1302,light weightbut battery was too good,0
1301,good phone feature on budget value price,0
1300,good,0
1299,the media could not be loaded,0
1298,everything is good,0
1274,it,0
1546,good product,0
1547,poor quality chinese phone,0
1548,dislike,0
1062,automatic switch off handset after,0
1063,the media could not be loaded,0
1064,i didn,0
1065,if you,0
1066,good product,0
1067,please don,0
1068,the phone seems to be good,0
1069,big major charging issue,0
1061,its good its fast and well balanced,0
1070,little bit lag i noticed,0
1072,this is not an upgaradation of previous models like note,0
1073,the media could not be loaded,0
1074,hanging issue don,0
1075,got defect mobile and not getting proper inspection also,0
1076,exellent product,0
1077,touch and fingerprint scanner doesn,0
1078,not good,0
1079,camera quality is not good as mention in box,0
1071,battery life is pathetic,0
1080,i click the pics and i feel after see pics i go back to,0
1060,i used this product from very long time,0
1058,poor camera camera quality sound quality,0
1040,it is very burst produst and waste of money,0
1041,i wanna replace my phone as the touch is not working properly sometimes it is automatically had multiple touches and shows warning of accidental touches,0
1042,value for money and it,0
1043,please don,0
1044,worst brand not for gaming,0
1045,best budget smart phone,0
1046,i have bought this item,0
1047,missing charger adopter,0
1059,nice phone,0
1048,bad experience,0
1050,nice phone but,0
1051,hi,0
1052,phone is good,0
1053,this phone has poor camera quality,0
1054,very slow phone,0
1055,this mobile was allready used by some one before i brought it,0
1056,calls are not coming often,0
1057,not honer type,0
1049,don,0
1081,fake,0
1082,bakwas,0
1083,it looks very cheap and does not worth for money,0
1108,charger adopter not received in the box,0
1109,clear sound and quality and loudernice camera quality at this pricebattery is goodsmoothest phone at this pricefor gaming it is best at this low price i didn,0
1110,the back panel finish looks very premium with flat design,0
1111,front camara no good,0
1112,my,0
1113,the media could not be loaded,0
1114,touch response is good,0
1115,best mobile i had,0
1107,guys,0
1116,batteries issue,0
1118,only camera is okay but not too good,0
1119,touch is not good,0
1120,boht bakwas hai,0
1121,camera quality very poor but all of fast,0
1122,the worst product,0
1123,i purchased this phone on,0
1124,thank you amazon,0
1125,review after,0
1117,the media could not be loaded,0
1106,screen touch is poorless responsivephone not working properly,0
1105,have you noticed that redmi phone do not last over,0
1104,please ignore all the bad reviews,0
1084,battery capacity very low,0
1085,the worst phone first day itself the phone is too heat while using,0
1086,superb phone,0
1087,the device is lagging too much and i am having a hard time using it and sometimes the camera stops working on mid way while using it,0
1088,i want to,0
1089,extremely disappointed with the battery and response of the phonebattery life is very poor,0
1090,bakwas,0
1091,nice phone you can buy a everything is awesome go for it,0
1092,average camera,0
1093,thanks iqoo for all the disappointment,0
1094,phone hangs a lot,0
1095,good not,0
1096,i recive today morning a,0
1098,may be packed with headphones and tampered glasses,0
1099,touch screen doesn,0
1100,wrost product,0
1101,the phone got dropped once on the floor and the damage is too much,0
1102,after using one month i am responding,0
1103,fingerprint sensor of the this mobile is not of that great timing,0
1039,battery n camera awesomevalu for money,0
1126,good,0
1038,good slim,0
1036,one plus,0
972,don,0
973,na,0
974,camera quality isn,0
975,call recording not a feature,0
976,really bad camera quality,0
977,good picture quality,0
978,overall a good phone with good display,0
979,not quality,0
971,simple wow,0
980,don,0
982,camera quality very poor,0
983,just for music or sometimes games that,0
984,motherboard problem occurred after a month,0
985,bad charging speed even with,0
